patcnty1,dsch_yr,mdc,mdc_desc,Discharges,AnnotationCode,AnnotationDesc
Merced,2013,24,MULTIPLE SIGNFICANT TRAUMA,83,,
Merced,2013,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,24,,
Merced,2014,0,UNGROUPABLE,2,,
Merced,2014,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",1301,,
Merced,2014,2,"EYE, DISEASES & DISORDERS",24,,
Merced,2014,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",194,,
Merced,2014,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",1993,,
Merced,2014,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",2483,,
Merced,2014,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",1821,,
Merced,2014,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",742,,
Merced,2014,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",1994,,
Merced,2014,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",442,,
Merced,2014,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",754,,
Merced,2014,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",795,,
Merced,2014,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",64,,
Merced,2014,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",330,,
Merced,2014,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",3728,,
Merced,2014,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,3815,,
Merced,2014,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",263,,
Merced,2014,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,153,,
Merced,2014,18,INFECTIOUS & PARASITIC DISEASES,1415,,
Merced,2014,19,MENTAL DISEASES & DISORDERS,998,,
Merced,2014,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,86,,
Merced,2014,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",247,,
Merced,2014,22,BURNS,18,,
Merced,2014,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,269,,
Merced,2014,24,MULTIPLE SIGNFICANT TRAUMA,93,,
Merced,2014,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,14,,
Merced,2015,0,UNGROUPABLE,2,,
Merced,2015,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",1370,,
Merced,2015,2,"EYE, DISEASES & DISORDERS",25,,
Merced,2015,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",192,,
Merced,2015,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",2362,,
Merced,2015,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",2604,,
Merced,2015,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",1984,,
Merced,2015,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",837,,
Merced,2015,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",2102,,
Merced,2015,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",546,,
Merced,2015,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",923,,
Merced,2015,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",934,,
Merced,2015,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",66,,
Merced,2015,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",367,,
Merced,2015,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",4358,,
Merced,2015,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,4427,,
Merced,2015,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",283,,
Merced,2015,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,191,,
Merced,2015,18,INFECTIOUS & PARASITIC DISEASES,1641,,
Merced,2015,19,MENTAL DISEASES & DISORDERS,1037,,
Merced,2015,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,86,,
Merced,2015,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",295,,
Merced,2015,22,BURNS,20,,
Merced,2015,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,196,,
Merced,2015,24,MULTIPLE SIGNFICANT TRAUMA,76,,
Merced,2015,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,23,,
Merced,2016,0,UNGROUPABLE,2,,
Merced,2016,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",1460,,
Merced,2016,2,"EYE, DISEASES & DISORDERS",25,,
Merced,2016,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",226,,
Merced,2016,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",2292,,
Merced,2016,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",3071,,
Merced,2016,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",1993,,
Merced,2016,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",844,,
Merced,2016,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",2109,,
Merced,2016,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",518,,
Merced,2016,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",983,,
Merced,2016,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",1059,,
Merced,2016,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",71,,
Merced,2016,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",322,,
Merced,2016,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",4414,,
Merced,2016,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,4380,,
Merced,2016,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",253,,
Merced,2016,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,170,,
Merced,2016,18,INFECTIOUS & PARASITIC DISEASES,2108,,
Merced,2016,19,MENTAL DISEASES & DISORDERS,972,,
Merced,2016,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,130,,
Merced,2016,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",306,,
Merced,2016,22,BURNS,28,,
Merced,2016,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,196,,
Merced,2016,24,MULTIPLE SIGNFICANT TRAUMA,90,,
Merced,2016,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,21,,
Merced,2017,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",1528,,
Merced,2017,2,"EYE, DISEASES & DISORDERS",23,,
Merced,2017,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",245,,
Merced,2017,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",2382,,
Merced,2017,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",3331,,
Merced,2017,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",2143,,
Merced,2017,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",986,,
Merced,2017,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",2223,,
Merced,2017,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",623,,
Merced,2017,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",1044,,
Merced,2017,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",1047,,
Merced,2017,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",88,,
Merced,2017,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",292,,
Merced,2017,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",4541,,
Merced,2017,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,4526,,
Merced,2017,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",245,,
Merced,2017,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,192,,
Merced,2017,18,INFECTIOUS & PARASITIC DISEASES,2181,,
Merced,2017,19,MENTAL DISEASES & DISORDERS,1107,,
Merced,2017,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,125,,
Merced,2017,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",323,,
Merced,2017,22,BURNS,32,,
Merced,2017,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,171,,
Merced,2017,24,MULTIPLE SIGNFICANT TRAUMA,106,,
Merced,2017,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,24,,
Merced,2018,0,UNGROUPABLE,1,,
Merced,2018,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",1625,,
Merced,2018,2,"EYE, DISEASES & DISORDERS",33,,
Merced,2018,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",264,,
Merced,2018,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",2277,,
Merced,2018,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",3290,,
Merced,2018,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",2130,,
Merced,2018,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",1096,,
Merced,2018,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",2268,,
Merced,2018,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",570,,
Merced,2018,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",1216,,
Merced,2018,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",1020,,
Merced,2018,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",69,,
Merced,2018,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",283,,
Merced,2018,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",4209,,
Merced,2018,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,4187,,
Merced,2018,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",269,,
Merced,2018,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,235,,
Merced,2018,18,INFECTIOUS & PARASITIC DISEASES,2293,,
Merced,2018,19,MENTAL DISEASES & DISORDERS,1135,,
Merced,2018,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,159,,
Merced,2018,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",344,,
Merced,2018,22,BURNS,32,,
Merced,2018,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,147,,
Merced,2018,24,MULTIPLE SIGNFICANT TRAUMA,89,,
Merced,2018,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,32,,
Modoc,2012,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",56,,
Modoc,2012,2,"EYE, DISEASES & DISORDERS",,2,Cell suppressed for complementary cell
Modoc,2012,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",8,,
Modoc,2012,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",131,,
Modoc,2012,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",89,,
Modoc,2012,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",60,,
Modoc,2012,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",33,,
Modoc,2012,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",81,,
Modoc,2012,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",21,,
Modoc,2012,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",17,,
Modoc,2012,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",45,,
Modoc,2012,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",,1,Cell suppressed for small numbers
Modoc,2012,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",11,,
Modoc,2012,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",32,,
Modoc,2012,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,29,,
Modoc,2012,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",5,,
Modoc,2012,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,5,,
Modoc,2012,18,INFECTIOUS & PARASITIC DISEASES,34,,
Modoc,2012,19,MENTAL DISEASES & DISORDERS,25,,
Modoc,2012,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,8,,
Modoc,2012,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",17,,
Modoc,2012,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,32,,
Modoc,2012,24,MULTIPLE SIGNFICANT TRAUMA,2,,
Modoc,2013,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",49,,
Modoc,2013,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",6,,
Modoc,2013,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",100,,
Modoc,2013,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",65,,
Modoc,2013,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",53,,
Modoc,2013,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",22,,
Modoc,2013,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",76,,
Modoc,2013,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",24,,
Modoc,2013,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",24,,
Modoc,2013,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",27,,
Modoc,2013,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",,1,Cell suppressed for small numbers
Modoc,2013,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",,1,Cell suppressed for small numbers
Modoc,2013,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",31,,
Modoc,2013,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,27,,
Modoc,2013,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",2,,
Modoc,2013,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,11,,
Modoc,2013,18,INFECTIOUS & PARASITIC DISEASES,16,,
Modoc,2013,19,MENTAL DISEASES & DISORDERS,36,,
Modoc,2013,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,12,,
Modoc,2013,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",18,,
Modoc,2013,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,40,,
Modoc,2014,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",37,,
Modoc,2014,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",7,,
Modoc,2014,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",66,,
Modoc,2014,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",70,,
Modoc,2014,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",46,,
Modoc,2014,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",18,,
Modoc,2014,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",72,,
Modoc,2014,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",14,,
Modoc,2014,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",24,,
Modoc,2014,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",18,,
Modoc,2014,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",,1,Cell suppressed for small numbers
Modoc,2014,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",,1,Cell suppressed for small numbers
Modoc,2014,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",29,,
Modoc,2014,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,29,,
Modoc,2014,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",8,,
Modoc,2014,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,7,,
Modoc,2014,18,INFECTIOUS & PARASITIC DISEASES,17,,
Modoc,2014,19,MENTAL DISEASES & DISORDERS,46,,
Modoc,2014,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,13,,
Modoc,2014,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",12,,
Modoc,2014,22,BURNS,2,,
Modoc,2014,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,40,,
Modoc,2014,24,MULTIPLE SIGNFICANT TRAUMA,2,,
Modoc,2015,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",54,,
Modoc,2015,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",5,,
Modoc,2015,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",88,,
Modoc,2015,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",59,,
Modoc,2015,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",57,,
Modoc,2015,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",27,,
Modoc,2015,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",69,,
Modoc,2015,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",25,,
Modoc,2015,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",33,,
Modoc,2015,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",32,,
Modoc,2015,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",,1,Cell suppressed for small numbers
Modoc,2015,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",,1,Cell suppressed for small numbers
Modoc,2015,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",29,,
Modoc,2015,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,24,,
Modoc,2015,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",6,,
Modoc,2015,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,10,,
Modoc,2015,18,INFECTIOUS & PARASITIC DISEASES,23,,
Modoc,2015,19,MENTAL DISEASES & DISORDERS,64,,
Modoc,2015,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,5,,
Modoc,2015,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",7,,
Modoc,2015,22,BURNS,2,,
Modoc,2015,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,26,,
Modoc,2015,24,MULTIPLE SIGNFICANT TRAUMA,2,,
Modoc,2016,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",39,,
Modoc,2016,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",3,,
Modoc,2016,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",85,,
Modoc,2016,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",72,,
Modoc,2016,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",57,,
Modoc,2016,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",14,,
Modoc,2016,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",81,,
Modoc,2016,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",17,,
Modoc,2016,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",29,,
Modoc,2016,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",25,,
Modoc,2016,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",,1,Cell suppressed for small numbers
Modoc,2016,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",,1,Cell suppressed for small numbers
Modoc,2016,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",55,,
Modoc,2016,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,38,,
Modoc,2016,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",2,,
Modoc,2016,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,6,,
Modoc,2016,18,INFECTIOUS & PARASITIC DISEASES,27,,
Modoc,2016,19,MENTAL DISEASES & DISORDERS,37,,
Modoc,2016,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,4,,
Modoc,2016,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",8,,
Modoc,2016,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,19,,
Modoc,2016,24,MULTIPLE SIGNFICANT TRAUMA,1,,
Modoc,2017,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",46,,
Modoc,2017,2,"EYE, DISEASES & DISORDERS",1,,
Modoc,2017,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",8,,
Modoc,2017,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",76,,
Modoc,2017,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",72,,
Modoc,2017,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",46,,
Modoc,2017,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",16,,
Modoc,2017,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",78,,
Modoc,2017,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",14,,
Modoc,2017,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",24,,
Modoc,2017,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",33,,
Modoc,2017,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",,1,Cell suppressed for small numbers
Modoc,2017,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",,1,Cell suppressed for small numbers
Modoc,2017,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",32,,
Modoc,2017,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,31,,
Modoc,2017,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",6,,
Modoc,2017,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,1,,
Modoc,2017,18,INFECTIOUS & PARASITIC DISEASES,25,,
Modoc,2017,19,MENTAL DISEASES & DISORDERS,50,,
Modoc,2017,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,2,,
Modoc,2017,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",7,,
Modoc,2017,22,BURNS,1,,
Modoc,2017,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,18,,
Modoc,2017,24,MULTIPLE SIGNFICANT TRAUMA,1,,
Modoc,2018,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",51,,
Modoc,2018,2,"EYE, DISEASES & DISORDERS",1,,
Modoc,2018,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",,2,Cell suppressed for complementary cell
Modoc,2018,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",72,,
Modoc,2018,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",70,,
Modoc,2018,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",41,,
Modoc,2018,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",24,,
Modoc,2018,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",72,,
Modoc,2018,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",12,,
Modoc,2018,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",41,,
Modoc,2018,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",23,,
Modoc,2018,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",,1,Cell suppressed for small numbers
Modoc,2018,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",34,,
Modoc,2018,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,38,,
Modoc,2018,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",7,,
Modoc,2018,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,10,,
Modoc,2018,18,INFECTIOUS & PARASITIC DISEASES,25,,
Modoc,2018,19,MENTAL DISEASES & DISORDERS,51,,
Modoc,2018,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,6,,
Modoc,2018,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",9,,
Modoc,2018,22,BURNS,3,,
Modoc,2018,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,15,,
Modoc,2018,24,MULTIPLE SIGNFICANT TRAUMA,1,,
Mono,2012,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",17,,
Mono,2012,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",5,,
Mono,2012,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",38,,
Mono,2012,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",15,,
Mono,2012,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",51,,
